Drug ID, Target ID, score, label 
D02087, hsa6262, 2.6852, 1 
D00735, hsa170572, 2.6851, 1 
D02088, hsa3766, 2.6846, 1 
D00335, hsa7881, 2.6844, 1 
D01799, hsa8913, 2.6843, 1 
D00677, hsa55503, 2.6842, 1 
D00293, hsa3760, 2.6842, 1 
D01799, hsa3752, 2.6842, 1 
D05077, hsa3756, 2.6841, 1 
D00816, hsa200909, 2.6840, 1 
D01287, hsa8973, 2.6840, 1 
D00812, hsa782, 2.6839, 1 
D01118, hsa6337, 2.6839, 1 
D00329, hsa56659, 2.6836, 1 
D00219, hsa56659, 2.6834, 1 
D00732, hsa10008, 2.6834, 1 
D00798, hsa6530, 2.6827, 1 
D05077, hsa116444, 2.6824, 1 
D06172, hsa6531, 2.6823, 1 
D00293, hsa2892, 2.6808, 1 
D00319, hsa56659, 2.6807, 1 
D00464, hsa6335, 2.6801, 1 
D01118, hsa776, 2.6797, 1 
D02163, hsa27094, 2.6796, 1 
D00735, hsa27094, 2.6791, 1 
D00474, hsa6328, 2.6790, 1 
D00329, hsa56660, 2.6782, 1 
D00219, hsa56660, 2.6780, 1 
D00823, hsa81033, 2.6777, 1 
D00650, hsa27345, 2.6776, 1 
D01287, hsa3739, 2.6773, 1 
D01118, hsa6331, 2.6773, 1 
D00740, hsa3788, 2.6771, 1 
D00823, hsa9177, 2.6769, 1 
D00798, hsa3785, 2.6765, 1 
D00616, hsa6330, 2.6763, 1 
D00816, hsa11254, 2.6762, 1 
D00480, hsa26251, 2.6758, 1 
D00650, hsa2903, 2.6754, 1 
D00319, hsa56660, 2.6754, 1 
D00809, hsa6340, 2.6745, 1 
D02409, hsa2562, 2.6743, 1 
D01450, hsa26251, 2.6743, 1 
D04048, hsa3741, 2.6742, 1 
D00738, hsa3749, 2.6740, 1 
D00823, hsa778, 2.6738, 1 
D00477, hsa2554, 2.6737, 1 
D00338, hsa781, 2.6737, 1 
D00477, hsa54207, 2.6734, 1 
D02356, hsa170572, 2.6733, 1 
D00293, hsa3743, 2.6732, 1 
D04370, hsa8989, 2.6730, 1 
D00379, hsa6262, 2.6729, 1 
D04048, hsa3757, 2.6729, 1 
D00809, hsa90134, 2.6726, 1 
D00798, hsa3769, 2.6724, 1 
D00798, hsa57053, 2.6721, 1 
D00480, hsa2557, 2.6718, 1 
D01453, hsa3708, 2.6715, 1 
D01453, hsa2898, 2.6711, 1 
D00654, hsa3737, 2.6707, 1 
D06172, hsa9424, 2.6705, 1 
D00326, hsa2554, 2.6704, 1 
D00658, hsa3768, 2.6702, 1 
D01450, hsa2557, 2.6702, 1 
D00326, hsa54207, 2.6701, 1 
D03991, hsa27345, 2.6698, 1 
D00816, hsa2564, 2.6698, 1 
D00379, hsa6334, 2.6697, 1 
D00650, hsa5027, 2.6697, 1 
D01969, hsa23704, 2.6693, 1 
D02409, hsa59284, 2.6691, 1 
D00809, hsa2558, 2.6688, 1 
D00658, hsa6332, 2.6688, 1 
D00650, hsa2904, 2.6687, 1 
D04048, hsa83795, 2.6686, 1 
D04048, hsa3773, 2.6684, 1 
D00823, hsa3776, 2.6682, 1 
D03991, hsa2903, 2.6677, 1 
D00293, hsa1144, 2.6675, 1 
D01118, hsa10369, 2.6673, 1 
D01118, hsa3750, 2.6670, 1 
D00738, hsa5024, 2.6666, 1 
D00373, hsa3768, 2.6660, 1 
D00654, hsa8913, 2.6653, 1 
D05077, hsa27133, 2.6653, 1 
D01453, hsa3710, 2.6651, 1 
D00658, hsa6337, 2.6651, 1 
D00654, hsa3752, 2.6650, 1 
D00809, hsa2901, 2.6647, 1 
D00373, hsa6332, 2.6645, 1 
D04048, hsa2566, 2.6641, 1 
D00711, hsa6326, 2.6641, 1 
D04048, hsa2567, 2.6639, 1 
D00791, hsa3772, 2.6637, 1 
D00812, hsa9311, 2.6635, 1 
D01118, hsa773, 2.6632, 1 
D02087, hsa781, 2.6631, 1 
D00274, hsa1080, 2.6625, 1 
D00528, hsa6330, 2.6621, 1 
D04048, hsa3780, 2.6621, 1 
D00791, hsa9127, 2.6620, 1 
D03991, hsa5027, 2.6619, 1 
D00329, hsa9254, 2.6618, 1 
D01243, hsa6263, 2.6615, 1 
D00219, hsa9254, 2.6615, 1 
D02914, hsa6326, 2.6614, 1 
D05077, hsa93589, 2.6613, 1 
D00533, hsa27345, 2.6612, 1 
D00823, hsa9132, 2.6612, 1 
D03991, hsa2904, 2.6610, 1 
D00658, hsa776, 2.6609, 1 
D00732, hsa55503, 2.6608, 1 
D00373, hsa6337, 2.6607, 1 
D01118, hsa51305, 2.6606, 1 
D00394, hsa6339, 2.6600, 1 
D00477, hsa8912, 2.6600, 1 
D02086, hsa3768, 2.6599, 1 
D01287, hsa3758, 2.6597, 1 
D00380, hsa55800, 2.6594, 1 
D00533, hsa2903, 2.6590, 1 
D00319, hsa9254, 2.6589, 1 
D00477, hsa779, 2.6586, 1 
D02086, hsa6332, 2.6584, 1 
D00658, hsa6331, 2.6584, 1 
D01253, hsa2560, 2.6582, 1 
D00617, hsa55879, 2.6580, 1 
D00650, hsa2555, 2.6578, 1 
D00553, hsa55800, 2.6577, 1 
D00380, hsa6324, 2.6573, 1 
D00823, hsa2891, 2.6569, 1 
D00326, hsa8912, 2.6567, 1 
D00373, hsa776, 2.6567, 1 
D00480, hsa6532, 2.6556, 1 
D02409, hsa3778, 2.6556, 1 
D00553, hsa6324, 2.6556, 1 
D00619, hsa8645, 2.6556, 1 
D01243, hsa3784, 2.6555, 1 
D00326, hsa779, 2.6553, 1 
D00809, hsa3759, 2.6550, 1 
D00616, hsa5310, 2.6549, 1 
D02086, hsa6337, 2.6546, 1 
D00740, hsa1140, 2.6545, 1 
D01450, hsa6532, 2.6543, 1 
D00373, hsa6331, 2.6541, 1 
D00812, hsa1145, 2.6536, 1 
D00809, hsa2900, 2.6536, 1 
D00533, hsa5027, 2.6533, 1 
D02163, hsa6262, 2.6528, 1 
D00293, hsa8973, 2.6523, 1 
D00735, hsa6262, 2.6523, 1 
D00533, hsa2904, 2.6523, 1 
D00274, hsa23630, 2.6522, 1 
D02409, hsa2742, 2.6521, 1 
D00480, hsa5026, 2.6516, 1 
D00480, hsa3767, 2.6514, 1 
D00379, hsa781, 2.6507, 1 
D02092, hsa55879, 2.6506, 1 
D02086, hsa776, 2.6505, 1 
D01450, hsa5026, 2.6502, 1 
D01450, hsa3767, 2.6501, 1 
D02088, hsa782, 2.6501, 1 
D03991, hsa2555, 2.6499, 1 
D01799, hsa3753, 2.6498, 1 
D02163, hsa6334, 2.6496, 1 
D00629, hsa2743, 2.6490, 1 
D06172, hsa3781, 2.6489, 1 
D00658, hsa10369, 2.6484, 1 
D00740, hsa6529, 2.6483, 1 
D02409, hsa2902, 2.6482, 1 
D00658, hsa3750, 2.6479, 1 
D04048, hsa6530, 2.6479, 1 
D00816, hsa6531, 2.6477, 1 
D05077, hsa116443, 2.6476, 1 
D05077, hsa55799, 2.6474, 1 
D04370, hsa1080, 2.6471, 1 
D00340, hsa8645, 2.6469, 1 
D00464, hsa3736, 2.6469, 1 
D00619, hsa2899, 2.6463, 1 
D00293, hsa3739, 2.6460, 1 
D00616, hsa2741, 2.6453, 1 
D00791, hsa3765, 2.6445, 1 
D00791, hsa3764, 2.6445, 1 
D00658, hsa773, 2.6444, 1 
D00477, hsa81033, 2.6443, 1 
D00373, hsa10369, 2.6442, 1 
D00373, hsa3750, 2.6437, 1 
D00477, hsa9177, 2.6436, 1 
D06172, hsa93107, 2.6435, 1 
D05077, hsa8911, 2.6435, 1 
D00740, hsa2893, 2.6422, 1 
D00380, hsa8989, 2.6420, 1 
D01453, hsa786, 2.6419, 1 
D04048, hsa3785, 2.6417, 1 
D00658, hsa51305, 2.6416, 1 
D00533, hsa2555, 2.6411, 1 
D00326, hsa81033, 2.6409, 1 
D00528, hsa5310, 2.6407, 1 
D00809, hsa55584, 2.6404, 1 
D00553, hsa8989, 2.6403, 1 
D00477, hsa778, 2.6403, 1 
D00373, hsa773, 2.6402, 1 
D00326, hsa9177, 2.6401, 1 
D01799, hsa9992, 2.6400, 1 
D00560, hsa23704, 2.6398, 1 
D02409, hsa2561, 2.6391, 1 
D02086, hsa10369, 2.6380, 1 
D00340, hsa2899, 2.6377, 1 
D04048, hsa3769, 2.6377, 1 
D02086, hsa3750, 2.6376, 1 
D00373, hsa51305, 2.6374, 1 
D04048, hsa57053, 2.6373, 1 
D02356, hsa6334, 2.6372, 1 
D00326, hsa778, 2.6370, 1 
D04370, hsa23630, 2.6368, 1 
D01118, hsa169522, 2.6367, 1 
D00823, hsa22953, 2.6366, 1 
D00574, hsa6326, 2.6365, 1 
D00394, hsa2554, 2.6363, 1 
D00394, hsa54207, 2.6363, 1 
D00816, hsa9424, 2.6359, 1 
D00618, hsa23704, 2.6352, 1 
D01243, hsa170572, 2.6350, 1 
D00477, hsa3776, 2.6347, 1 
D00650, hsa3737, 2.6343, 1 
D02261, hsa2560, 2.6343, 1 
D02086, hsa773, 2.6340, 1 
D05077, hsa3783, 2.6335, 1 
D00798, hsa2743, 2.6334, 1 
D00791, hsa26251, 2.6328, 1 
D00519, hsa6330, 2.6322, 1 
D00326, hsa3776, 2.6314, 1 
D02086, hsa51305, 2.6313, 1 
D00528, hsa2741, 2.6312, 1 
D00654, hsa3753, 2.6307, 1 
D02163, hsa781, 2.6307, 1 
D01118, hsa2570, 2.6307, 1 
D00735, hsa781, 2.6302, 1 
D01969, hsa55800, 2.6301, 1 
D01118, hsa27092, 2.6298, 1 
D02088, hsa9311, 2.6295, 1 
D00616, hsa2562, 2.6292, 1 
D00726, hsa2560, 2.6292, 1 
D01243, hsa27094, 2.6290, 1 
D00650, hsa8913, 2.6288, 1 
D00791, hsa2557, 2.6287, 1 
D00650, hsa3752, 2.6286, 1 
D00293, hsa3758, 2.6284, 1 
D01969, hsa6324, 2.6280, 1 
D00477, hsa9132, 2.6277, 1 
D00812, hsa3787, 2.6275, 1 
D01287, hsa3790, 2.6269, 1 
D03991, hsa3737, 2.6266, 1 
D00456, hsa2560, 2.6246, 1 
D00326, hsa9132, 2.6244, 1 
D01799, hsa3756, 2.6242, 1 
D00616, hsa59284, 2.6239, 1 
D00823, hsa775, 2.6235, 1 
D00477, hsa2891, 2.6234, 1 
D00474, hsa8001, 2.6231, 1 
D00394, hsa8912, 2.6228, 1 
D01799, hsa116444, 2.6225, 1 
D06172, hsa40, 2.6219, 1 
D00394, hsa779, 2.6214, 1 
D00823, hsa6833, 2.6213, 1 
D03991, hsa8913, 2.6211, 1 
D00654, hsa9992, 2.6210, 1 
D03991, hsa3752, 2.6207, 1 
D00711, hsa6323, 2.6201, 1 
D00326, hsa2891, 2.6201, 1 
D02088, hsa1145, 2.6200, 1 
D01118, hsa774, 2.6192, 1 
D00274, hsa7225, 2.6192, 1 
D00358, hsa56659, 2.6189, 1 
D00809, hsa56479, 2.6187, 1 
D01118, hsa60598, 2.6180, 1 
D00533, hsa3737, 2.6178, 1 
D00658, hsa169522, 2.6177, 1 
D02914, hsa6323, 2.6174, 1 
D00619, hsa2906, 2.6172, 1 
D00336, hsa23704, 2.6171, 1 
D00809, hsa2563, 2.6170, 1 
D00809, hsa55515, 2.6169, 1 
D06172, hsa6261, 2.6167, 1 
D00380, hsa1080, 2.6161, 1 
D00480, hsa3755, 2.6160, 1 
D00629, hsa200909, 2.6154, 1 
D00528, hsa2562, 2.6151, 1 
D06172, hsa3762, 2.6150, 1 
D00823, hsa89822, 2.6146, 1 
D01450, hsa3755, 2.6145, 1 
D00823, hsa2905, 2.6144, 1 
D00553, hsa1080, 2.6143, 1 
D00816, hsa3781, 2.6143, 1 
D00358, hsa56660, 2.6135, 1 
D00373, hsa169522, 2.6135, 1 
D00823, hsa1138, 2.6132, 1 
D01287, hsa1136, 2.6131, 1 
D01969, hsa8989, 2.6128, 1 
D00791, hsa6532, 2.6128, 1 
D01118, hsa1135, 2.6126, 1 
D00533, hsa8913, 2.6126, 1 
D00812, hsa3761, 2.6124, 1 
D00533, hsa3752, 2.6121, 1 
D00809, hsa1137, 2.6117, 1 
D00658, hsa2570, 2.6113, 1 
D00658, hsa27092, 2.6109, 1 
D00519, hsa5310, 2.6108, 1 
D00616, hsa3778, 2.6104, 1 
D00528, hsa59284, 2.6097, 1 
D00823, hsa10060, 2.6090, 1 
D00816, hsa93107, 2.6089, 1 
D00791, hsa5026, 2.6087, 1 
D00340, hsa2906, 2.6086, 1 
D00791, hsa3767, 2.6085, 1 
D00812, hsa3744, 2.6075, 1 
D00629, hsa11254, 2.6075, 1 
D00809, hsa6329, 2.6074, 1 
D02086, hsa169522, 2.6074, 1 
D00373, hsa2570, 2.6072, 1 
D00394, hsa81033, 2.6071, 1 
D00616, hsa2742, 2.6070, 1 
D00373, hsa27092, 2.6067, 1 
D00394, hsa9177, 2.6063, 1 
D00380, hsa23630, 2.6059, 1 
D00474, hsa1181, 2.6055, 1 
D01799, hsa27133, 2.6054, 1 
D00654, hsa3756, 2.6052, 1 
D01287, hsa3742, 2.6051, 1 
D00553, hsa23630, 2.6041, 1 
D00809, hsa6336, 2.6037, 1 
D04370, hsa7225, 2.6037, 1 
D00654, hsa116444, 2.6036, 1 
D00394, hsa778, 2.6032, 1 
D00477, hsa22953, 2.6031, 1 
D00616, hsa2902, 2.6030, 1 
D00677, hsa27345, 2.6024, 1 
D01243, hsa6262, 2.6020, 1 
D01799, hsa93589, 2.6014, 1 
D00629, hsa2564, 2.6013, 1 
D02086, hsa2570, 2.6012, 1 
D00519, hsa2741, 2.6011, 1 
D00740, hsa3772, 2.6007, 1 
D00560, hsa55800, 2.6007, 1 
D02086, hsa27092, 2.6006, 1 
D00658, hsa774, 2.6004, 1 
D00677, hsa2903, 2.6002, 1 
D01287, hsa2556, 2.6002, 1 
D00798, hsa200909, 2.6000, 1 
D00326, hsa22953, 2.5997, 1 
D00809, hsa3763, 2.5996, 1 
D00480, hsa5025, 2.5993, 1 
D00740, hsa9127, 2.5991, 1 
D00658, hsa60598, 2.5990, 1 
D04048, hsa2743, 2.5986, 1 
D00560, hsa6324, 2.5986, 1 
D01450, hsa5025, 2.5980, 1 
D00394, hsa3776, 2.5976, 1 
D00358, hsa9254, 2.5971, 1 
D00528, hsa3778, 2.5962, 1 
D00373, hsa774, 2.5962, 1 
D00618, hsa55800, 2.5961, 1 
D05077, hsa6335, 2.5959, 1 
D00293, hsa3790, 2.5956, 1 
D01118, hsa2569, 2.5952, 1 
D00338, hsa56659, 2.5951, 1 
D00373, hsa60598, 2.5948, 1 
D00677, hsa5027, 2.5944, 1 
D00650, hsa3753, 2.5943, 1 
D00618, hsa6324, 2.5940, 1 
D00616, hsa2561, 2.5939, 1 
D00658, hsa1135, 2.5938, 1 
D02088, hsa3787, 2.5937, 1 
D00677, hsa2904, 2.5935, 1 
D00528, hsa2742, 2.5929, 1 
D00574, hsa6323, 2.5925, 1 
D00798, hsa11254, 2.5921, 1 
D02566, hsa57657, 2.5913, 1 
D00394, hsa9132, 2.5906, 1 
D02086, hsa774, 2.5900, 1 
D00477, hsa775, 2.5900, 1 
D00373, hsa1135, 2.5899, 1 
D00338, hsa56660, 2.5897, 1 
D01287, hsa3746, 2.5897, 1 
D01453, hsa3751, 2.5892, 1 
D00528, hsa2902, 2.5888, 1 
D02086, hsa60598, 2.5886, 1 
D00480, hsa783, 2.5885, 1 
D00477, hsa6833, 2.5878, 1 
D01799, hsa116443, 2.5877, 1 
D01799, hsa55799, 2.5875, 1 
D00816, hsa40, 2.5874, 1 
D01450, hsa783, 2.5871, 1 
D00274, hsa10008, 2.5869, 1 
D01969, hsa1080, 2.5868, 1 
D01118, hsa1139, 2.5868, 1 
D00326, hsa775, 2.5867, 1 
D03991, hsa3753, 2.5865, 1 
D00654, hsa27133, 2.5863, 1 
D00394, hsa2891, 2.5861, 1 
D00798, hsa2564, 2.5858, 1 
D00519, hsa2562, 2.5849, 1 
D00335, hsa2895, 2.5847, 1 
D00650, hsa9992, 2.5845, 1 
D02087, hsa56659, 2.5845, 1 
D00326, hsa6833, 2.5845, 1 
D02086, hsa1135, 2.5837, 1 
D01799, hsa8911, 2.5836, 1 
D00654, hsa93589, 2.5825, 1 
D00677, hsa2555, 2.5825, 1 
D00816, hsa6261, 2.5822, 1 
D00809, hsa3359, 2.5817, 1 
D00812, hsa3760, 2.5815, 1 
D00740, hsa3764, 2.5815, 1 
D00740, hsa3765, 2.5815, 1 
D00293, hsa1136, 2.5815, 1 
D00477, hsa89822, 2.5811, 1 
D00477, hsa2905, 2.5810, 1 
D00816, hsa3762, 2.5804, 1 
D00477, hsa1138, 2.5801, 1 
D01243, hsa781, 2.5800, 1 
D00519, hsa59284, 2.5799, 1 
D00528, hsa2561, 2.5798, 1 
D00480, hsa1141, 2.5798, 1 
D02087, hsa56660, 2.5791, 1 
D00629, hsa6531, 2.5791, 1 
D00732, hsa27345, 2.5789, 1 
D01450, hsa1141, 2.5787, 1 
D02088, hsa3761, 2.5786, 1 
D06172, hsa9312, 2.5784, 1 
D00823, hsa3768, 2.5782, 1 
D00812, hsa2892, 2.5782, 1 
D00336, hsa55800, 2.5780, 1 
D06172, hsa50801, 2.5779, 1 
D00533, hsa3753, 2.5779, 1 
D00326, hsa89822, 2.5778, 1 
D00326, hsa2905, 2.5776, 1 
D00823, hsa6332, 2.5768, 1 
D03991, hsa9992, 2.5767, 1 
D00732, hsa2903, 2.5767, 1 
D01969, hsa23630, 2.5766, 1 
D00326, hsa1138, 2.5764, 1 
D00336, hsa6324, 2.5759, 1 
D00658, hsa2569, 2.5757, 1 
D00477, hsa10060, 2.5756, 1 
D00252, hsa8001, 2.5747, 1 
D00464, hsa6263, 2.5747, 1 
D02409, hsa2560, 2.5743, 1 
D00799, hsa3749, 2.5742, 1 
D02566, hsa285242, 2.5742, 1 
D00480, hsa784, 2.5741, 1 
D00293, hsa3742, 2.5738, 1 
D02088, hsa3744, 2.5737, 1 
D01799, hsa3783, 2.5736, 1 
D01118, hsa3786, 2.5733, 1 
D00338, hsa9254, 2.5733, 1 
D00823, hsa6337, 2.5730, 1 
D00791, hsa3755, 2.5730, 1 
D00380, hsa7225, 2.5727, 1 
D01450, hsa784, 2.5727, 1 
D00326, hsa10060, 2.5722, 1 
D00379, hsa56659, 2.5721, 1 
D02566, hsa8514, 2.5719, 1 
D00373, hsa2569, 2.5717, 1 
D04370, hsa10008, 2.5715, 1 
D00553, hsa7225, 2.5710, 1 
D00732, hsa5027, 2.5709, 1 
D06172, hsa41, 2.5709, 1 
D00812, hsa3743, 2.5706, 1 
D00617, hsa23704, 2.5704, 1 
D00732, hsa2904, 2.5700, 1 
D00740, hsa26251, 2.5698, 1 
D00480, hsa3766, 2.5694, 1 
D02566, hsa3779, 2.5694, 1 
D00823, hsa776, 2.5690, 1 
D00650, hsa3756, 2.5688, 1 
D00654, hsa116443, 2.5688, 1 
D00464, hsa3784, 2.5686, 1 
D00654, hsa55799, 2.5686, 1 
D00533, hsa9992, 2.5681, 1 
D01450, hsa3766, 2.5680, 1 
D00658, hsa1139, 2.5679, 1 
D00619, hsa6339, 2.5674, 1 
D00629, hsa9424, 2.5672, 1 
D00650, hsa116444, 2.5671, 1 
D00379, hsa56660, 2.5668, 1 
D00799, hsa5024, 2.5667, 1 
D00823, hsa6331, 2.5664, 1 
D00740, hsa2557, 2.5661, 1 
D00499, hsa57657, 2.5659, 1 
D00394, hsa22953, 2.5659, 1 
D02086, hsa2569, 2.5657, 1 
D04048, hsa200909, 2.5653, 1 
D00812, hsa1144, 2.5648, 1 
D00654, hsa8911, 2.5647, 1 
D00437, hsa57657, 2.5646, 1 
D00274, hsa55503, 2.5643, 1 
D00373, hsa1139, 2.5639, 1 
D00798, hsa6531, 2.5637, 1 
D02092, hsa23704, 2.5631, 1 
D00519, hsa2742, 2.5628, 1 
D02087, hsa9254, 2.5627, 1 
D01287, hsa1134, 2.5627, 1 
D05077, hsa3736, 2.5625, 1 
D01118, hsa3754, 2.5612, 1 
D03991, hsa3756, 2.5610, 1 
D00336, hsa8989, 2.5606, 1 
D00809, hsa3741, 2.5601, 1 
D03991, hsa116444, 2.5594, 1 
D00732, hsa2555, 2.5592, 1 
D00677, hsa3737, 2.5591, 1 
D00519, hsa2902, 2.5590, 1 
D00340, hsa6339, 2.5589, 1 
D00809, hsa3757, 2.5589, 1 
D00293, hsa3746, 2.5584, 1 
D02086, hsa1139, 2.5578, 1 
D01118, hsa11280, 2.5578, 1 
D00678, hsa57657, 2.5575, 1 
D00560, hsa1080, 2.5574, 1 
D04048, hsa11254, 2.5574, 1 
D00252, hsa1181, 2.5571, 1 
D02566, hsa7881, 2.5568, 1 
D00823, hsa10369, 2.5564, 1 
D00791, hsa5025, 2.5564, 1 
D06172, hsa785, 2.5561, 1 
D00823, hsa3750, 2.5558, 1 
D00335, hsa51802, 2.5558, 1 
D06172, hsa3745, 2.5556, 1 
D00654, hsa3783, 2.5546, 1 
D00809, hsa83795, 2.5546, 1 
D00809, hsa3773, 2.5543, 1 
D00658, hsa3786, 2.5543, 1 
D00677, hsa8913, 2.5536, 1 
D00677, hsa3752, 2.5533, 1 
D00394, hsa775, 2.5528, 1 
D00618, hsa1080, 2.5528, 1 
D00823, hsa773, 2.5525, 1 
D00533, hsa3756, 2.5523, 1 
D02163, hsa56659, 2.5521, 1 
D00474, hsa6330, 2.5521, 1 
D00798, hsa9424, 2.5519, 1 
D00735, hsa56659, 2.5516, 1 
D06172, hsa2897, 2.5511, 1 
D04048, hsa2564, 2.5510, 1 
D00533, hsa116444, 2.5507, 1 
D00394, hsa6833, 2.5506, 1 
D00379, hsa9254, 2.5503, 1 
D00373, hsa3786, 2.5501, 1 
D00809, hsa2566, 2.5501, 1 
D00650, hsa27133, 2.5499, 1 
D00809, hsa2567, 2.5499, 1 
D00740, hsa6532, 2.5499, 1 
D00519, hsa2561, 2.5497, 1 
D00812, hsa8973, 2.5496, 1 
D00823, hsa51305, 2.5496, 1 
D04370, hsa55503, 2.5489, 1 
D00499, hsa285242, 2.5489, 1 
D00809, hsa3780, 2.5481, 1 
D00464, hsa170572, 2.5479, 1 
D02088, hsa3760, 2.5477, 1 
D00437, hsa285242, 2.5474, 1 
D00560, hsa23630, 2.5471, 1 
D02163, hsa56660, 2.5468, 1 
D00499, hsa8514, 2.5465, 1 
D00735, hsa56660, 2.5463, 1 
D00650, hsa93589, 2.5460, 1 
D00740, hsa5026, 2.5458, 1 
D00791, hsa783, 2.5456, 1 
D00740, hsa3767, 2.5456, 1 
D00629, hsa3781, 2.5456, 1 
D00437, hsa8514, 2.5452, 1 
D00477, hsa3768, 2.5448, 1 
D02088, hsa2892, 2.5443, 1 
D00499, hsa3779, 2.5440, 1 
D00619, hsa2554, 2.5440, 1 
D00394, hsa89822, 2.5440, 1 
D02086, hsa3786, 2.5440, 1 
D00816, hsa9312, 2.5437, 1 
D00394, hsa2905, 2.5437, 1 
D00619, hsa54207, 2.5437, 1 
D01969, hsa7225, 2.5435, 1 
D00477, hsa6332, 2.5434, 1 
D00816, hsa50801, 2.5433, 1 
D00812, hsa3739, 2.5433, 1 
D00437, hsa3779, 2.5427, 1 
D00394, hsa1138, 2.5426, 1 
D00618, hsa23630, 2.5425, 1 
D03991, hsa27133, 2.5422, 1 
D00658, hsa3754, 2.5421, 1 
D00464, hsa27094, 2.5421, 1 
D01118, hsa6338, 2.5418, 1 
D00326, hsa3768, 2.5414, 1 
D00380, hsa10008, 2.5405, 1 
D00629, hsa93107, 2.5403, 1 
D03830, hsa6326, 2.5401, 1 
D00326, hsa6332, 2.5400, 1 
D00477, hsa6337, 2.5396, 1 
D00658, hsa11280, 2.5389, 1 
D00553, hsa10008, 2.5388, 1 
D00394, hsa10060, 2.5383, 1 
D03991, hsa93589, 2.5383, 1 
D01118, hsa777, 2.5381, 1 
D00678, hsa8514, 2.5381, 1 
D00373, hsa3754, 2.5379, 1 
D06172, hsa6534, 2.5371, 1 
D00791, hsa1141, 2.5369, 1 
D02088, hsa3743, 2.5368, 1 
D00816, hsa41, 2.5364, 1 
D00326, hsa6337, 2.5362, 1 
D01799, hsa6335, 2.5359, 1 
D00732, hsa3737, 2.5356, 1 
D00678, hsa3779, 2.5356, 1 
D00477, hsa776, 2.5355, 1 
D00340, hsa2554, 2.5352, 1 
D00340, hsa54207, 2.5351, 1 
D00480, hsa782, 2.5348, 1 
D00373, hsa11280, 2.5347, 1 
D00656, hsa6328, 2.5346, 1 
D02356, hsa56660, 2.5344, 1 
D00809, hsa6530, 2.5338, 1 
D00533, hsa27133, 2.5335, 1 
D01450, hsa782, 2.5335, 1 
D00650, hsa116443, 2.5323, 1 
D00326, hsa776, 2.5322, 1 
D00650, hsa55799, 2.5321, 1 
D00335, hsa57192, 2.5320, 1 
D02086, hsa3754, 2.5318, 1 
D00499, hsa7881, 2.5315, 1 
D00617, hsa55800, 2.5313, 1 
D00791, hsa784, 2.5312, 1 
D02088, hsa1144, 2.5311, 1 
D00293, hsa1134, 2.5311, 1 
D00474, hsa5310, 2.5306, 1 
D02163, hsa9254, 2.5303, 1 
D00798, hsa3781, 2.5303, 1 
D00619, hsa8912, 2.5302, 1 
D00437, hsa7881, 2.5301, 1 
D00732, hsa8913, 2.5301, 1 
D06172, hsa3775, 2.5300, 1 
D00732, hsa3752, 2.5299, 1 
D00735, hsa9254, 2.5299, 1 
D00329, hsa8645, 2.5297, 1 
D00533, hsa93589, 2.5297, 1 
D00326, hsa6331, 2.5296, 1 
D00219, hsa8645, 2.5295, 1 
D00617, hsa6324, 2.5292, 1 
D00616, hsa2560, 2.5292, 1 
D04048, hsa6531, 2.5290, 1 
D02086, hsa11280, 2.5285, 1 
D06172, hsa2559, 2.5283, 1 
D01453, hsa55879, 2.5282, 1 
D00650, hsa8911, 2.5281, 1 
D00809, hsa3785, 2.5277, 1 
D00319, hsa8645, 2.5269, 1 
D06172, hsa27012, 2.5265, 1 
D00791, hsa3766, 2.5264, 1 
D00812, hsa3758, 2.5257, 1 
D00823, hsa169522, 2.5256, 1 
D00798, hsa93107, 2.5249, 1 
D03991, hsa116443, 2.5245, 1 
D00336, hsa23630, 2.5244, 1 
D03991, hsa55799, 2.5244, 1 
D02092, hsa55800, 2.5240, 1 
D00809, hsa3769, 2.5236, 1 
D00678, hsa7881, 2.5230, 1 
D06172, hsa5023, 2.5230, 1 
D00809, hsa57053, 2.5230, 1 
D00477, hsa10369, 2.5230, 1 
D00658, hsa6338, 2.5229, 1 
D00477, hsa3750, 2.5224, 1 
D02092, hsa6324, 2.5219, 1 
D00340, hsa8912, 2.5217, 1 
D00816, hsa785, 2.5216, 1 
D00816, hsa3745, 2.5210, 1 
D00474, hsa2741, 2.5209, 1 
D03991, hsa8911, 2.5205, 1 
D00329, hsa2899, 2.5204, 1 
D00340, hsa779, 2.5202, 1 
D00219, hsa2899, 2.5202, 1 
D00326, hsa10369, 2.5196, 1 
D00823, hsa2570, 2.5194, 1 
D00658, hsa777, 2.5193, 1 
D00326, hsa3750, 2.5190, 1 
D00477, hsa773, 2.5190, 1 
D00677, hsa3753, 2.5190, 1 
D00823, hsa27092, 2.5190, 1 
D00373, hsa6338, 2.5186, 1 
D00629, hsa40, 2.5186, 1 
D00650, hsa3783, 2.5182, 1 
D00380, hsa55503, 2.5179, 1 
D00319, hsa2899, 2.5176, 1 
D04048, hsa9424, 2.5171, 1 
D00654, hsa6335, 2.5170, 1 
D00816, hsa2897, 2.5165, 1 
D00553, hsa55503, 2.5162, 1 
D00477, hsa51305, 2.5162, 1 
D02088, hsa8973, 2.5160, 1 
D00533, hsa116443, 2.5158, 1 
D00533, hsa55799, 2.5158, 1 
D00326, hsa773, 2.5157, 1 
D00464, hsa6262, 2.5152, 1 
D00528, hsa2560, 2.5151, 1 
